"school_permalink","school_name","short_description","description","image_url","homepage_url","created_at","updated_at","headquarters_country","headquarters_city","headquarters_lat","headquarters_lng"
"carleton-university","Carleton University","Carleton University is a comprehensive university located in the capital of Canada, Ottawa, Ontario.",NA,"http://public.crunchbase.com/t_api_images/v1436955712/jbqjte1azh3r6erpzl1g.png","http://www.carleton.ca/",2014-04-20,2016-01-20,"Canada","Ottawa",45.41117,45.41117
"carlson-school-of-management","Carlson School of Management","The business school at the University of Minnesota. It offers undergraduate, graduate, doctoral, and an executive education programs",NA,"http://public.crunchbase.com/t_api_images/v1408640560/nmpyyp0euwkzoadqox9s.png","http://www.carlsonschool.umn.edu/",2014-04-20,2016-01-28,"United States","Minneapolis",44.97997,44.97997
"carnegie-mellon-tepper-school-of-business","Carnegie Mellon Tepper School of Business",NA,NA,"http://public.crunchbase.com/t_api_images/v1448995378/z8mrhcrjzm6k87mb84gm.jpg",NA,2013-04-18,2015-12-01,"United States","Pittsburgh",40.44062,40.44062
"carnegie-mellon-university","Carnegie Mellon University","Carnegie Mellon University is a global research university bringing ideas to market and creating successful startup businesses.","Carnegie Mellon University is a global research university with more than 11,000 students, 84,000 alumni, and 4,000 faculty and staff. Recognized for its world-class arts and technology programs, collaboration across disciplines and innovative leadership in education, Carnegie Mellon is consistently a top-ranked university.","http://public.crunchbase.com/t_api_images/v1451654971/nozo2tm0xv2spyle1dqw.png","http://www.cmu.edu/index.shtml",2010-05-23,2016-02-04,NA,NA,NA,NA
"carnegie-mellon-university-3","Carnegie Mellon University","Carnegie Mellon University, is a private research university in Pittsburgh, Pennsylvania.",NA,NA,"http://www.cmu.edu",2015-05-18,2015-07-13,NA,NA,NA,NA
"carnegie-mellon-university-4","Carnegie Mellon University","Carnegie Mellon University, is a private research university in Pittsburgh, Pennsylvania.",NA,NA,"http://www.cmu.edu",2015-05-18,2015-09-14,NA,NA,NA,NA
"carroll-school-of-management","Carroll School of Management",NA,NA,"http://public.crunchbase.com/t_api_images/http://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Boston_College_Carroll_School_of_Management_Logo.png/450px-Boston_College_Carroll_School_of_Management_Logo.png","http://www.bc.edu/schools/csom/",2014-04-20,2015-11-13,NA,NA,NA,NA
"case-western-reserve-university-2","Case Westen Reserve University","Case Westen Reserve University","Case Western Reserve was originally founded in 1826, and our history is as long and storied as our name. What began as two separate institutions — Case Institute of Technology and Western Reserve College — federated in 1967 to form Case Western Reserve University, which immediately became one of the country's leading research institutions.With an endowment of more than 1.4 billion, Case Western Reserve supports about 100 designated academic and research centers, and receives nearly 400 million in external research awards each year. Our eight schools and college offer close to 200 top-ranked undergraduate, graduate and professional programs that range from arts, law and humanities to engineering and medicine.Virtually all 2,600 faculty members hold doctorate or appropriate terminal degrees. They are researchers. They are teachers. They are leaders in their fields. In fact, Case Western Reserve counts 15 Nobel laureates (including the first American scientist to receive the prize) among our current and former faculty and alumni.About 10,000 students — 40 percent undergraduate — are enrolled at the university, representing all 50 states and more than 100 countries. But our students are more than just numbers. Case Western Reserve students are the best and the brightest in the nation, featuring Fulbright, Goldwater and National Science Foundation scholars (to name a few) who seek challenges within and beyond the classroom.","http://public.crunchbase.com/t_api_images/v1408664613/gczaoxaddfuvkbjordk6.png","http://www.case.edu/",2014-04-20,2015-12-24,"United States","Cleveland",41.506,-81.609
"case-western-reserve-university","Case Western Reserve University","Case Western Reserve University is among the nation's leading research institutions. Founded in 1826 and shaped by the unique merger of the","Case Western Reserve University is located in Cleveland's University Circle, the 500-acre, park-like home of more than 40 cultural, medical, educational, religious, and social service institutions. The only independent, research-oriented university in a region bounded by Pittsburgh and Rochester on the east, Nashville on the south, and Chicago on the west, Case Western Reserve holds membership in the Association of American Universities, and is fully accredited by the Higher Learning Commission of the North Central Association of Colleges and Schools and by several nationally recognized professional accrediting associations.","http://public.crunchbase.com/t_api_images/v1428741930/acztysult5qd5hrdeah1.jpg","http://www.case.edu",2013-10-30,2016-02-05,"United States","Cleveland",41.4995,41.4995
"cass-business-school","Cass Business School","We are international and attract students and faculty from around the world.","The Cass London Summer School is your chance to study a credit bearing graduate/postgraduate module in an intensive block format, whilst making the most of what London has to offer to students from around the globe. The Cass London Summer School offers invaluable insights into the key business disciplines of Finance, Accounting, Strategy and Marketing, with all teaching based in their modern postgraduate facility on the doorstep of the City of London and London's Tech City. It is enriched by a social programme that includes welcome drinks and networking events and the teaching schedule is designed to give you the chance to explore this great city, and those nearby, at weekends.","http://public.crunchbase.com/t_api_images/v1415607082/fk6lamap2smouvioritc.svg","http://www.cass.city.ac.uk",2014-04-20,2016-01-20,"United Kingdom","London",51.50853,51.50853
"castleton-state-college","Castleton State College",NA,"Students who are looking to spend around four years earning a bachelor’sor master’s degree may wish to check out Castleton State College. Thecollege, located in Rutland County in Vermont, is filled with programsand resources that help give every student the opportunity to succeed.The school aims to be cutting-edge: the campus currently has a GreenCampus Initiative, which has updated their facilities in order to beenvironmentally friendly.Among the programs available to study are Business Administration,Computer Information Systems, Environmental Science, Health Science,Sports Administration, and Theatre Arts.The student life of CSC reaches far and wide, including all sort ofdifferent interests. There are athletic programs, a fitness center, and aswimming pool for the sporty types. The art events, which include filmseries, concerts, coffee house readings, and cultural activities, areavailable for those who are interested. There are also plenty ofcareer-focused social activities like the student government, radiostation, lit magazine, and campus newspaper, The Spartan.Financial aid options include loans, grants, and scholarships, which areavailable to eligible students.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/Castleton-State-College-F3696A25.jpg","http://www.castleton.edu/",2014-04-20,2015-05-19,"United States","Castleton",43.6107,-73.1785
"catholic-university-of-america","Catholic University of America","Catholic University of America.","Catholic University, a respected institution in Washington D.C., offershigh quality academics in a culturally vibrant environment.Founded over 125 years ago, Catholic University comes with a history ofproviding an exceptional Catholic education.Catholic University grants degrees in more than 240 fields of study atthe bachelor’s, master’s and doctoral levels.Particularly well known for its undergraduate Theatre programs and itsgraduate-level programs in Social Work, Catholic University also offersacademic majors in the Liberal Arts, Architecture, Law, Nursing,Engineering, Music and Religious Studies.With internships, research and study abroad opportunities available,students are given various opportunities beyond the classroom.Since it is a Catholic university steeped in the Catholic tradition, manycampus activities at CU are religious in nature. Also, in keeping withthe Catholic faith there are a number of community service opportunitiesavailable. There are also highly active multicultural groups, includingclubs dedicated to specific languages or ethnic groups.Admission to Catholic University is fairly competitive with certainprograms, particularly at the graduate level, being more selective thanothers.Financial aid is available to eligible students through a number ofsources, like scholarships, grants and fellowships.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/Catholic-University-of-America-9872082B.jpg","http://www.cua.edu/",2014-04-20,2016-02-02,"United States","Washington",38.9332,-76.9962
"catholic-university-of-portugal","Catholic University of Portugal",NA,NA,NA,"http://www.ucp.pt",2014-04-20,2015-07-07,"Portugal","Lisbon",38.71667,38.71667
"centre-college","Centre College",NA,"Ranked as one of the top liberal arts schools in the nation for value and academics, Centre College provides it students with a comprehensive education and college experience.Centre College has majors and minors in Anthropology and Sociology, Biochemistry and Molecular Biology, Creative Writing, Financial Economics, and International Studies. The school also has pre-professional programs in fields such as: Pre-Dentistry, Pre-Law, Pre-Optometry, Pre-Pharmacy, and Pre-Veterinary. Students even have the flexibility to declare double majors or create their own self-designed majors.Additional features of Centre College include:*Active campus and college life*Athletics and other recreational sports*Career and job placement services*Close-knit community*Commitment to environmental conservation and sustainability*Equestrian resources nearby*Financial aid for eligible applicants*Free online admissions application process*Internationally recognized performing arts center *Smaller class sizes*Study abroad opportunities*Summer jobs and internships*Wireless internet at select locations throughout the campusThe school offers its students a wealth of experiences and opportunities in historic Danville, Kentucky. If you want to get away to a scenic, state-of-the-art campus, with a host of academic and non-academic offerings, take a look at Centre College.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/Centre-College-42BC953C.jpg","http://www.centre.edu/",2014-04-20,2015-06-15,"United States","Danville",37.645,-84.7775
"centre-d-etudes-franco-américain-de-management","Centre d'Etudes Franco-Américain de Management","CEFAM is an international business school located in Lyon, France specializing in marketing, management, finance and consulting.",NA,NA,NA,2015-04-27,2015-04-27,NA,NA,NA,NA
"centre-d-etudes-franco-américain-de-management-2","Centre d'Etudes Franco-Américain de Management","CEFAM is an international business school located in Lyon (France)",NA,NA,NA,2015-04-27,2015-04-27,NA,NA,NA,NA
"chalmers-university-of-technology","Chalmers University of Technology","Chalmers University of Technology.",NA,"http://public.crunchbase.com/t_api_images/v1405603749/okhhdufugkuq9oxmknkc.jpg","http://www.chalmers.se/",2014-04-20,2016-01-22,"Sweden","Gothenburg",40.92945,40.92945
"charles-iii-university-of-madrid","Charles III University of Madrid","The university is ranked as one of the best universities in Spain. The undergraduate degrees in Business Administration is ranked first.",NA,"http://public.crunchbase.com/t_api_images/v1405448178/b7ztbxaoudamlfw48jnt.jpg","http://www.uc3m.es",2014-04-20,2016-01-16,NA,NA,NA,NA
"charles-university-in-prague","Charles University in Prague",NA,NA,"http://public.crunchbase.com/t_api_images/v1408974418/x1dfkhztpx6yv4mtxgpm.png","http://www.cuni.cz/UKENG-1.html",2014-04-20,2015-12-02,"Czech Republic","Prague",50.08804,50.08804
"charter-oak-state-college","Charter Oak State College",NA,"Charter Oak State College in New Britain, Connecticut, providesopportunities for adults to earn a degree in healthcare, education andother fields. Charter Oak State College also offers unique andspecialized vocational certificates.Charter Oak State College awards associate’s and bachelor’s degrees insuch professional fields as:  * Healthcare Administration  * Nursing  * Paralegal StudiesThe school also offers specialized occupational certifications in:  * After School Education  * Parenting Educator  * Infant/Toddler Care  * Computer Security  * Health Insurance Customer Service  * Project Management  * Public Safety AdministrationIn addition, Charter Oak offers more than 250 online classes in a varietyof disciplines.Another of Charter Oak’s distinctive programs is Women in Transition(WIT). The Women in Transition program offers extra support to singlemothers who wish to pursue a degree.Applicants to Charter Oak’s degree programs will need to complete anonline admissions application and submit transcripts from all schoolsattended.Charter Oak State College awards state, federal and institutionalfinancial aid. Aid awards are mostly need-based. Some require a minimumGPA as well.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/Charter-Oak-State-College-A687DAC9.jpg","http://www.charteroak.edu/",2014-04-20,2015-05-20,"United States","New Britain",41.6886,-72.7677
"chartered-management-institute","Chartered Management Institute",NA,NA,NA,NA,2014-01-09,2015-08-06,NA,NA,NA,NA
"chaudhary-charan-singh-university","Chaudhary Charan Singh University","Chaudhary Charan Singh University (formerly, Meerut University) was established in 1965.",NA,"http://public.crunchbase.com/t_api_images/v1428568902/khohtelpidsmpemmjou6.png","http://www.ccsuniversity.ac.in",2014-04-20,2016-01-05,NA,NA,NA,NA
"chengdu-university-of-technology","Chengdu University of Technology",NA,NA,NA,"http://www1.cdut.edu.cn/cdut/index2.jsp",2014-04-20,2015-05-19,NA,NA,NA,NA
"chimie-paristech","Chimie ParisTech",NA,NA,NA,"http://www.chimie-paristech.fr/",2014-04-20,2015-05-19,"France","Paris",48.85341,48.85341
"china-agricultural-university","China Agricultural University",NA,NA,NA,"http://www.cau.edu.cn",2014-04-20,2015-09-08,"China",NA,NA,NA
"china-europe-international-business-school","China Europe International Business School","China Europe International Business School",NA,NA,"http://www.ceibs.edu/",2014-04-20,2016-01-22,NA,NA,NA,NA
"christian-albrechts-universitt-kiel","Christian Albrechts Universität Kiel",NA,NA,NA,NA,2013-06-21,2015-03-11,NA,NA,NA,NA
"chulalongkorn-university","Chulalongkorn University","Chulalongkorn University, officially abbreviated as CU and commonly abbreviated as Chula,",NA,"http://public.crunchbase.com/t_api_images/http://upload.wikimedia.org/wikipedia/en/8/8d/Chula_logo.jpg","http://www.chula.ac.th/cuen/index.htm",2014-04-20,2016-01-18,"Thailand","Bangkok",13.75398,13.75398
"city-college-of-new-york","City College of New York","The City College of the City University of New York is a senior college of the City University of New York in New York City.","The flagship of the City University of New York, City College offers outstanding teaching, learning and research on a beautiful campus in the heart of the world's most dynamic city.Our classrooms are equipped with the technology for a truly interactive learning environment.Our libraries hold 1.5 million volumes and provide online access to the resources of the entire university.Our laboratories are engines of innovation, where students and faculty push the boundaries of knowledge.Outstanding programs in architecture, engineering, education and the liberal arts and sciences prepare our students for the future, and produce outstanding leaders in every field.Whether they are drawn to the traditional, like philosophy or sociology, or emerging fields like sonic arts or biomedical engineering, our baccalaureate graduates go on to graduate programs at Stanford, Columbia or MIT – or they stay right here in one of our fifty masters programs or our doctoral programs in engineering, the laboratory sciences, and psychology.Nowhere else in the city do undergraduates have so many opportunities to conduct research with professors and publish and present their findings.In our science, engineering and social science programs, more than 300 undergrads work alongside senior researchers in funded projects.Leading CUNY in funded research, we house a number of research centers, and soon two new advanced research centers will rise on South Campus.Nearly all of our full-time faculty hold PHD's or – like our architecture faculty, maintain professional practices.Art professors exhibit their work, film professors make films, and music professors perform in venues around the country.The campus is alive with student activity.City College fields 14 varsity teams that compete in NCAA Division III – and students work out in an equipment rich fitness center, relax in the Marshak swimming pool, and socialize in more than 100 student clubs.And our students come from around the corner and world, representing 160 nationalities, and speaking 90 languages.","http://public.crunchbase.com/t_api_images/v1408575314/gnxfqtgpdhzrzztz8c1c.jpg","http://www1.ccny.cuny.edu/",2014-04-20,2016-01-16,"United States","New York",43.00035,43.00035
"city-university-of-hong-kong","City University of Hong Kong",NA,NA,NA,"http://www.cityu.edu.hk",2014-04-20,2015-06-16,NA,NA,NA,NA
"city-university-of-new-york","City University of New York","City University of New York",NA,NA,"http://www.cuny.edu/",2014-04-20,2016-01-29,NA,NA,NA,NA
"claremont-mckenna-college-2","Claremont McKenna College","Claremont McKenna College is an independent, coeducational, and private liberal arts college with a curricular emphasis on economics","As one of the nation's most selective private liberal arts colleges, CMC sits among the intellectually-stimulating, socially-fulfilling, seven-college community known as The Claremont Colleges, a system modeled after England's Oxford University. Founded in 1946, CMC is the youngest of the nation's top colleges and enrolls approximately 1,200 students.Claremont McKenna College (CMC) educates its students for thoughtful and productive lives and responsible leadership in economics, government and public affairs. CMC's strong grounding in the liberal arts, together with its emphasis on economics, government, and international relations, attracts students who approach education pragmatically and who intend to make a difference in the world. With this broad-based foundation graduates leave CMC well prepared for the challenges of the 21st century. Many go on to pursue careers in law, business, government, foreign service, international relations, public policy, museum administration, science and education, or to pursue graduate study.The College's cutting-edge research institutes provide students unprecedented opportunities to work alongside their professors and discover how what they learn in the classroom links to life in the world beyond. The world comes to Claremont McKenna through a vibrant and renowned speakers series in which world leaders, thinkers, artists and visionaries visit campus through the Marian Miner Cook Athenaeum and other public programming.In September 2007, Robert A. Day, the Founder and Chairman of The TCW Group, Inc., pledged a 200 million personal gift to establish the Robert Day School of Economics and Finance and its unique programs. This was the largest recorded gift to a liberal arts institution, the largest gift in the field of finance and economics, and among the top 20 largest gifts ever given to a college or university. Through his generosity, the Robert Day School of Economics and Finance now offers multiple programs, including a Master of Arts in Finance degree.","http://public.crunchbase.com/t_api_images/v1411739211/c9fgaseu8m7kobccxwpo.jpg","http://www.cmc.edu/",2014-04-20,2016-01-17,"United States","Claremont",-31.98127,-31.98127
"clark-college-vancouver","Clark College, Vancouver",NA,"In Vancouver, Washington, Clark College has many learning programs forstudents with all sorts of interests and career goals. Students have theoption to earn an associate’s degree or certificate. There are alsoacademic programs like distance education, adult learning, weekenddegree, and continuing education, which help people with differentschedules.Programs available to study include Addiction Counselor Education,Business Administration, Computer Technology, Culinary Arts, DentalHygiene, Early Childhood Education, Forensic Science, GraphicCommunications, and Veterinary Medicine.Before entering college, you’ll want to check out your financial aidoptions to ensure that you can cover the costs of tuition, books, andother educational expenses. The financial aid office will haveinformation on how to apply for loans, grants, and scholarships, whichare available to eligible students.Student support services at Clark College include many programs that canhelp students with their academic workload, such as advising, counseling,adult literacy courses, a tutoring center, and a writing center.Cooperative education courses allow students to learn employable skillswithin the classroom. There are also publications that are student run.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/Clark-College-Vancouver-CF606ED5.jpg","http://www.clark.edu/",2014-04-20,2015-07-27,"United States","Vancouver",45.6361,-122.6535
"clark-university","Clark University","Clark University is a private, non-sectarian, teaching and research institution founded in 1887 by Jonas Gilman Clark as the first..........","Clark University is a private, non-sectarian, teaching and research institution founded in 1887 by Jonas Gilman Clark as the first all-graduate school in the United States. Until Clark instituted undergraduate programs in 1902, the University offered only Ph.D.-granting programs. Clark is also one of the oldest universities in the United States to offer formal graduate programs, second only to Johns Hopkins University. Clark University’s mission is to educate undergraduate and graduate students to be imaginative and contributing citizens of the world, and to advance the frontiers of knowledge and understanding through rigorous scholarship and creative effort. The University seeks to prepare students to meet the challenges of a complex and rapidly changing society. In students and faculty, Clark fosters a commitment to excellence in studying traditional academic disciplines, as well as innovation in exploring questions that cross disciplinary boundaries. The free pursuit of inquiry and the free exchange of ideas are central to that commitment. The focus of Clark's academic program is a liberal-arts education enriched by interactions among undergraduate students, graduate students, and faculty, and is closely linked to a select number of professional programs. Clark also serves students who wish to continue formal education throughout their lives. The intellectual and personal growth of students is enhanced by a wide variety of educational programs and extracurricular activities. Clark believes that intellectual growth must be accompanied by the development of values, the cultivation of responsible independence, and the appreciation of a range of perspectives. Clark's academic community has long been distinguished by the pursuit of scientific inquiry and humanistic studies, enlivened by a concern for significant social issues. Among many other scholarly endeavors, Clark contributes to understanding human development, assessing relationships between people and the environment, and managing risk in a technological society. Clark is dedicated to being a dynamic community of learners able to thrive in today’s increasingly interrelated societies. The University maintains a national and international character, attracting high-caliber students and faculty from all quarters of the globe. As a university residing in an urban context, Clark also strives to address the needs and opportunities of contemporary urban life. Clark's intimate academic setting and tradition of \"elbow teaching\" provide many opportunities for students to pursue knowledge through participation. High expectations, as well as easy access to the scholar-teacher faculty, encourage students to become autonomous learners. Clark's international and interdisciplinary orientation is combined with a tradition of strong self-direction among students and faculty. These attributes enhance the University's ability to contribute to the development of new modes of thought and to the advancement of society through the creation and transmission of knowledge.","http://public.crunchbase.com/t_api_images/v1421588484/fawvntegogicx2lquxhp.png","http://www.clarku.edu",2014-04-20,2016-01-26,"United States","Worcester",42.25,-71.8227
"clarkson-university-2","Clarkson University",NA,"Clarkson University in Potsdam, New York is the perfect school in whichto attend an undergraduate or graduate program.Among the many programs available for study are Aeronautical Engineering,Computer Engineering, Electrical Engineering, Environmental HealthSciences, Global Supply Chain Management, Innovation andEntrepreneurship, Pre-Law, Pre-Medical Sciences, Social Documentation,and Software Engineering.Clarkson University offers many services to ensure that students haveevery opportunity in the world to succeed. The campus tutoring servicescover most of the programs offered at the school. Group tutoring isoffered on a weekly basis.The counseling center is available for students who are unsure of theirpath and need somebody understanding to talk to. The student healthcenter is available to see to the student body’s health needs.Financial aid options include loans, grants, work-study, and scholarshipsto those who qualify.When you begin your job hunt, the career center is available to supportyou with its many resources. Opportunities for internships or co-ops canbe accessed there.The many webshops and online tutorials can illustrate how to search for ajob. There are also career days and fairs where your future employer maybe waiting to meet you.There’s so much to learn about Clarkson University, you’ll just have tocontact the school yourself to find out more!","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/Clarkson-University-DF8FE369.jpg","http://www.clarkson.edu/",2014-04-20,2015-11-23,"United States","Potsdam",44.667,-74.9941
"clemson-university","Clemson University",NA,"In the Clemson, SC area, one of the best schools to earn a bachelor’s, master’s, or doctorate degree is Clemson University. Majors include subjects like Architecture, Agricultural Mechanization and Business, Animal and Veterinary Sciences, Business Administration, Computer Science, Mechanical/Electric/Ceramic/Materials Engineering, Early Childhood Education, Forest Resource Management, Marketing, Performing Arts, and Real Estate Development.Clemson University’s financial aid programs are simple to apply for and, if you qualify, could lead to you having your tuition, books, material fees and more paid for. Available aid includes loans, grants, scholarships, Nonresident Aid, Hope Scholarship Tax Credit, Lifetime Learning Tax Credit, and free tuition for eligible South Carolina residents over 60.One of the greatest non-academic resources Clemson University has to offer is the huge campus recreation center. Students can join in on fitness programs, take part in outdoors recreation, or just play some fun sports.When it comes time to look for employment, CU has career services for alumni that will help in preparation for interviews, assessing skills, and building resumes. And for the unsure job hunter, there are career counselors that will help guide you.","http://public.crunchbase.com/t_api_images/v1426346921/arkv1nzbjvqtlfjvfnad.png","http://www.clemson.edu",2014-04-20,2015-11-21,"United States","Clemson",34.6833,-82.8375
"cleveland-state-university-3","Cleveland State University",NA,"Cleveland State University in Cleveland, Ohio, provides diverse academic and professional opportunities and one of the most enticing scholarship programs a school could offer. More than 200 academic programs exist at Cleveland State and include the liberal arts, sciences, humanities and professional fields. Cleveland State is home to the Marshall College of Law and also has numerous pre-professional programs primarily designed for those who wish to go into medical fields after graduating. Students at Cleveland State may also benefit from the school’s professional opportunities and urban location by applying for a local internship related to their major. Cleveland State’s more than 200 student clubs and organizations also span the complete range of creative, cultural, religious, recreational and other types of activities. Cleveland State students usually don’t need to worry about money either. First of all, Cleveland State has one of the most affordable tuition rates in Ohio. Also, eligible entering freshmen that excelled in high school and on the SAT will automatically receive a scholarship that covers a substantial part of their tuition. Other sources of financial aid may be applied for as well, including federal grants and loans as well as Cleveland State University grants. General undergraduate admissions requirements include a minimum grade point average of 2.3. Individual departments, such as the Engineering Division, the Education and Human Services Division and the Music Department have additional requirements. Those applying for Music, for example, will need to audition while those in Engineering are required to have a higher grade point average than those in other departments.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/Cleveland-State-University-C758C057.jpg","http://www.csuohio.edu/",2014-04-20,2015-11-30,"United States","Cleveland",41.5016,-81.6754
"cochin-university-of-science-and-technology","Cochin University of Science and Technology","College",NA,"http://public.crunchbase.com/t_api_images/v1450943956/vpsmekwjydcejcimj2um.png","http://www.cusat.ac.in",2014-04-20,2016-01-13,NA,NA,NA,NA
"colby-college","Colby College","Colby College is a private liberal arts college located on Mayflower Hill in Waterville, Maine, USA.","Founded in 1813, Colby is the 12th-oldest private liberal arts college in the country. Located in central Maine, our 714-acre Mayflower Hill campus overlooks downtown Waterville and the Kennebec River Valley.Colby’s 1,850 students come from nearly every state and more than 70 countries to take advantage of our renowned academic programs, a curriculum that encourages educational exploration, and collaborative learning experiences led by world-class professors.Our exploratory January Plan term, extensive study-abroad opportunities, and graduate-level research experiences are pillars of the Colby education. In both the classroom and the field, students work closely with professors—a collaboration that is transformational for both and often results in lifelong friendships.In addition to the academic experience, cocurricular and campus life programs organized under the Colby 360 plan optimize learning opportunities and help students develop leadership and communication skills. Members of the Colby community come from a range of backgrounds and offer diverse perspectives. Every member of the community has different experiences to share, enriching classroom and dining hall discussions.Our liberal arts curriculum, combined with many other facets of the Colby experience, prepares students for postgraduate success in nearly every field imaginable. Students graduate with the skills and experience that employers and grad schools desire.","http://public.crunchbase.com/t_api_images/v1435680707/gjbiitcqkfxscl29porj.png","http://www.colby.edu",2014-04-20,2016-01-12,"United States","Waterville",45.30256,45.30256
"colby-college-3","Colby College",NA,"Colby College is among the elite northeastern liberal arts collegesdubbed “Little Ivies.” In more than two centuries of operation, thecollege has developed a reputation for challenging, rewarding academics.The college is particularly successful in preparing its students forgraduate study. Medical schools accept nearly all of Colby pre-medstudents with a GPA of at least 3.5 and above-average MCAT scores. Theacceptance rate is also extremely high for dental school, and onlyslightly less for veterinary.Most Colby students live on-campus, which results in a particularlyactive community. College life at Colby provides access to more than 100student organizations, from improve groups to fencing.Colby College funds more than 500 financial aid programs, many of whichare need-based grants. Government-funded grants and loans are alsoavailable, as well as student employment. To apply for financial aid,complete the FAFSA and CSS Profile by February 1 (regular decision) orNovember 15 (early decision).Admissions at Colby are highly selective. Nearly two-thirds of incomingfreshmen were in the top 5% of their high school class, with a median ACTscore of 31. Because admissions are so competitive, some applicants mightbe offered midyear admission, as many students choose to study abroad inthe second semester.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/Colby-College-FE121C96.jpg","http://www.colby.edu/",2014-04-20,2015-11-04,"United States","Waterville",44.5599,-69.6594
"cold-spring-harbor-laboratory","Cold Spring Harbor Laboratory",NA,NA,NA,"http://www.cshl.edu/",2014-04-20,2015-07-30,"United States","Cold Spring Harbor",40.87149,40.87149
"colgate-university","Colgate University",NA,NA,"http://public.crunchbase.com/t_api_images/v1397191870/1f046fc682ae8fe05676cad427ff1f5c.jpg",NA,2014-01-01,2015-10-22,NA,NA,NA,NA
"colgate-university-hamilton","Colgate University","Colgate University is a private liberal arts college in Hamilton Village, Hamilton, New York, United States.","Colgate is a highly selective residential liberal arts institution distinguished by academic excellence and interdisciplinary inquiry.With small classes, a strong emphasis on faculty-student interaction, and a residential community valuing all forms of intellectual rigor, we help students become thoughtful, critical thinkers and perceptive leaders.This means fostering diversity of thought and action by offering 54 majors and numerous minors founded in a Liberal Arts Core Curriculum that has been recognized as one of the most elegant in the country. At the same time, our students contribute to a vibrant campus culture that complements and expands on the knowledge created in our classrooms and labs.Colgate's mission is to provide a demanding, expansive educational experience to a select group of diverse, talented, and intellectually sophisticated students who are capable of challenging themselves, their peers, and their teachers in a setting that brings together living and learning.","http://public.crunchbase.com/t_api_images/v1408576951/v3s1xu6cbghbadok3xjw.webp","http://www.colgate.edu/",2014-04-20,2016-01-19,"United States","Hamilton",42.8198,-75.5357
"coll-ge-des-ing-nieurs","Collège des Ingénieurs",NA,NA,"http://public.crunchbase.com/t_api_images/v1399031045/rdej7bsvr6irzcsmwpec.png","http://www.cdi.eu/",2014-05-02,2015-10-12,NA,NA,NA,NA
"college-of-charleston-2","College of Charleston","The College of Charleston is a public, sea-grant and space-grant university located in historic downtown Charleston,","The College of Charleston (C of C) has plenty to offer in history alone.The College was established before the United States declaredindependence, and was in fact founded by three signers of theDeclaration.Of course, C of C is more than just a rich history. The College offersoutstanding academics, particularly in undergraduate education. More than50 majors and even more minors are available, including some uniqueinterdisciplinary programs.In addition, the College of Charleston’s graduate school provides morethan 20 master’s degree programs. Students in search of even morespecialized training can enroll in one of C of C’s graduate certificateprograms, which include Arts Management, Service-Oriented Computing andSpecial Education.Student life at C of C provides the opportunity to join more than 180student organizations, as well as several service programs and specialcampus events. Charleston also boasts an active Greek life with more than20 national fraternities and sororities.The College of Charleston has a rolling admissions policy. Strictlyspeaking, there is no application deadline, as the admissions officeaccepts students until space is filled. It’s a good idea to apply early,though, particularly for maximum financial aid consideration. Thepriority application deadline for incoming freshmen is February 10.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/College-of-Charleston-F7D6CA54.jpg","http://www.cofc.edu/",2014-04-20,2016-01-20,"United States","Charleston",32.7833,-79.937
"college-of-dupage-glen-ellyn","College of DuPage, Glen Ellyn",NA,"Looking for a place that offers quality education in a welcoming, active community? Your search may be over.  At the College of DuPage (COD) of Glen Ellyn, Illinois, you can explore your options of more than 90 certificate programs, over 50 occupational degrees and more than 40 transfer pre-baccalaureate programs.As one of the largest community colleges in the nation, this fully-accredited institution strives to stay at the forefront of higher education while serving the needs of the community. Among its traditional courses and certificate programs available, COD also offers special interest programs, distance learning, continuing education, and Flexible Learning to accommodate every student’s individual interests in a variety of optimal learning environments.COD provides credit transfer opportunities to help you make a smooth transition toward earning your bachelor’s degree at a variety of four-year institutions within Illinois, as well as a handful of out-of-state universities.In addition, College of DuPage opens up a world of volunteer work, on-campus employment and cultural opportunities. Engage in the performing arts and outdoor adventure programs, or join a few clubs and organizations to expand your repertoire and meet new people! The College of DuPage – Glen Ellyn has much to offer, so grab the bull by its horns and take charge of your future!","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/College-of-DuPage-Glen-Ellyn-984475CE.jpg","http://www.cod.edu/",2014-04-20,2015-05-19,"United States","Glen Ellyn",41.8445,-88.0682
"college-of-engineering-guindy","College of Engineering, Guindy","University",NA,NA,"http://www.annauniv.edu/",2014-04-20,2015-12-25,NA,NA,NA,NA
